date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:17:33	68/68	---M-Z	200	added ('OK')	text/plain	date:Fri,%2023%20Aug%202019%2013:17:33%20GMT	https://www.ds.com.tn/robots.txt		(from )
13:17:34	131519/131519	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:33%20GMT	https://www.ds.com.tn/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/index.html	(from )
13:17:34	22719/22719	---M--	200	added ('OK')	image/png	etag:%2258bf-57f806641c5f6%22	https://www.ds.com.tn/wp-content/uploads/2018/09/des.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2018/09/des.png	(from https://www.ds.com.tn/)
13:17:39	29295/29295	---M-Z	200	added ('OK')	text/css	date:Thu,%2009%20May%202019%2006:20:28%20GMT	https://www.ds.com.tn/wp-includes/css/dist/block-library/style.min.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-includes/css/dist/block-library/style.min.css	(from https://www.ds.com.tn/)
13:17:39	13273/13273	---M-Z	200	added ('OK')	application/rss+xml	etag:%224e61c6b5ff119cb03c8ccb8d40f4fe67-gzip%22	https://www.ds.com.tn/feed/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/feed/index.html	(from https://www.ds.com.tn/)
13:17:39	787/787	---M-Z	200	added ('OK')	application/rss+xml	etag:%2247dcd885d9ba3ecec65ac04ff1c70730-gzip%22	https://www.ds.com.tn/comments/feed/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/comments/feed/index.html	(from https://www.ds.com.tn/)
13:17:40	3304/3304	---M-Z	200	added ('OK')	application/font-woff	etag:%22ce8-59084d64be872-gzip%22	https://www.ds.com.tn/wp-content/themes/astra/assets/fonts/astra.woff	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/themes/astra/assets/fonts/astra.woff	(from https://www.ds.com.tn/)
13:17:40	807966/807966	---MCZ	200	added ('OK')	text/css	etag:%22c541e-59084e81004c0-gzip%22	https://www.ds.com.tn/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-styles-e0a0f1183266ede11aa1c2208b770b8b.min.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/siteground-optimizer-assets/siteground-optimizer-combined-styles-e0a0f1183266ede11aa1c2208b770b8b.min.css	(from https://www.ds.com.tn/)
13:17:40	97628/97628	---M-Z	200	added ('OK')	text/css	etag:%2217d5c-58fe9a7274da0-gzip%22	https://www.ds.com.tn/wp-content/plugins/elementor/assets/css/frontend.min.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/elementor/assets/css/frontend.min.css	(from https://www.ds.com.tn/)
13:17:41	54/54	---M--	200	added ('OK')	text/css	etag:%2236-58feab26973b6%22	https://www.ds.com.tn/wp-content/uploads/elementor/css/global.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/elementor/css/global.css	(from https://www.ds.com.tn/)
13:17:41	40692/40692	---M-Z	200	added ('OK')	text/css	etag:%229ef3-58feab26c5218-gzip%22	https://www.ds.com.tn/wp-content/uploads/elementor/css/post-12.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/elementor/css/post-12.css	(from https://www.ds.com.tn/)
13:17:41	12039/12039	---M-Z	200	added ('OK')	text/css	etag:%222f07-58feab26e51d2-gzip%22	https://www.ds.com.tn/wp-content/uploads/elementor/css/post-3114.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/elementor/css/post-3114.css	(from https://www.ds.com.tn/)
13:17:42	96873/96873	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217a69-5896f8f9938d5-gzip%22	https://www.ds.com.tn/wp-includes/js/jquery/jquery.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-includes/js/jquery/jquery.js	(from https://www.ds.com.tn/)
13:17:42	10056/10056	---M-Z	200	added ('OK')	application/x-javascript	etag:%222748-53342e5188200-gzip%22	https://www.ds.com.tn/wp-includes/js/jquery/jquery-migrate.min.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-includes/js/jquery/jquery-migrate.min.js	(from https://www.ds.com.tn/)
13:17:43	129/129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2281-58b655bee57bc-gzip%22	https://www.ds.com.tn/wp-content/plugins/add-to-any/addtoany.min.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/add-to-any/addtoany.min.js	(from https://www.ds.com.tn/)
13:17:43	107534/107534	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a40e-5770379d2083a-gzip%22	https://www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js	(from https://www.ds.com.tn/)
13:17:43	63323/63323	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f75b-5770379d2083a-gzip%22	https://www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js	(from https://www.ds.com.tn/)
13:17:44	14974/14974	---M-Z	200	added ('OK')	application/x-javascript	etag:%223a7e-58fe9a7276510-gzip%22	https://www.ds.com.tn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js	(from https://www.ds.com.tn/)
13:17:44	761/761	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Aug%202019%2013:17:44%20GMT	https://www.ds.com.tn/xmlrpc.php?rsd	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/xmlrpc0db0.php	(from https://www.ds.com.tn/)
13:17:45	86521/86521	---M-Z	200	added ('OK')	application/json	date:Fri,%2023%20Aug%202019%2013:17:45%20GMT	https://www.ds.com.tn/wp-json/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-json/index.html	(from https://www.ds.com.tn/)
13:17:45	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:%22415-4ed4b4b824000-gzip%22	https://www.ds.com.tn/wp-includes/wlwmanifest.xml	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-includes/wlwmanifest.xml	(from https://www.ds.com.tn/)
13:17:46	2074/2074	---M-Z	200	added ('OK')	application/json	date:Fri,%2023%20Aug%202019%2013:17:45%20GMT	https://www.ds.com.tn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ds.com.tn%2F	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-json/oembed/1.0/embed838c.json	(from https://www.ds.com.tn/)
13:17:47	2328/2328	---M-Z	200	added ('OK')	text/xml	date:Fri,%2023%20Aug%202019%2013:17:47%20GMT	https://www.ds.com.tn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ds.com.tn%2F&format=xml	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-json/oembed/1.0/embedf5f7	(from https://www.ds.com.tn/)
13:17:47	80940/80940	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213c2c-589740c42abc9%22	https://static.addtoany.com/menu/page.js	C:/Mes%20Sites%20Web/ds.sn.com/static.addtoany.com/menu/page.js	(from https://www.ds.com.tn/)
13:17:48	13716/13716	---M--	200	added ('OK')	image/png	etag:%223594-584afeaf9ec5c%22	https://www.ds.com.tn/wp-content/uploads/2019/03/favicon.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/03/favicon.png	(from https://www.ds.com.tn/)
13:17:48	5649/5649	---M--	200	added ('OK')	image/png	etag:%221611-584b27783a50d%22	https://www.ds.com.tn/wp-content/uploads/2019/03/logo2d-1.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/03/logo2d-1.png	(from https://www.ds.com.tn/)
13:17:48	107534/107534	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a40e-5770379d2083a-gzip%22	https://www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?rev=5.4.1	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min98d4.js	(from https://www.ds.com.tn/)
13:17:48	63323/63323	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f75b-5770379d2083a-gzip%22	https://www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?rev=5.4.1	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min98d4.js	(from https://www.ds.com.tn/)
13:17:49	73/73	---M--	200	added ('OK')	image/png	etag:%2249-5770379d12d79%22	https://www.ds.com.tn/wp-content/plugins/revslider/admin/assets/images/dummy.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/revslider/admin/assets/images/dummy.png	(from https://www.ds.com.tn/)
13:17:50	37513/37513	---M--	200	added ('OK')	image/png	etag:%229289-57f8065f3a99d%22	https://www.ds.com.tn/wp-content/uploads/2018/09/web.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2018/09/web.png	(from https://www.ds.com.tn/)
13:17:50	71518/71518	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:50%20GMT	https://www.ds.com.tn/services/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/services/index.html	(from https://www.ds.com.tn/)
13:17:50	72657/72657	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:50%20GMT	https://www.ds.com.tn/a-propos/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/a-propos/index.html	(from https://www.ds.com.tn/)
13:17:50	27382/27382	---M--	200	added ('OK')	image/png	etag:%226af6-57f8066087db6%22	https://www.ds.com.tn/wp-content/uploads/2018/09/subscribe-man-1.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2018/09/subscribe-man-1.png	(from https://www.ds.com.tn/)
13:17:51	33424/33424	---M--	200	added ('OK')	image/png	etag:%228290-57f80662d76ad%22	https://www.ds.com.tn/wp-content/uploads/2018/09/3.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2018/09/3.png	(from https://www.ds.com.tn/)
13:17:51	40094/40094	---M--	200	added ('OK')	image/png	etag:%229c9e-5854e9eb0761c%22	https://www.ds.com.tn/wp-content/uploads/2019/03/ecommerce.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/03/ecommerce.png	(from https://www.ds.com.tn/)
13:17:51	95175/95175	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:51%20GMT	https://www.ds.com.tn/services/creative-design/realisations-graphique/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/services/creative-design/realisations-graphique/index.html	(from https://www.ds.com.tn/)
13:17:51	106795/106795	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:51%20GMT	https://www.ds.com.tn/services/creative-design/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/services/creative-design/index.html	(from https://www.ds.com.tn/)
13:17:51	771/771	---M--	200	added ('OK')	image/gif	etag:%22303-58be72a73e86e%22	https://www.ds.com.tn/wp-content/plugins/wp-polls/images/loading.gif	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/plugins/wp-polls/images/loading.gif	(from https://www.ds.com.tn/)
13:17:52	20448/20448	---M--	200	added ('OK')	image/jpeg	etag:%224fe0-57f856afcf238%22	https://www.ds.com.tn/wp-content/uploads/2019/01/androidstudio.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/androidstudio.jpg	(from https://www.ds.com.tn/)
13:17:52	92987/92987	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:52%20GMT	https://www.ds.com.tn/services/developement-web/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/services/developement-web/index.html	(from https://www.ds.com.tn/)
13:17:52	3054/3054	---M--	200	added ('OK')	image/jpeg	etag:%22bee-5826bf30c933c%22	https://www.ds.com.tn/wp-content/uploads/2019/01/unity-e1550775034142.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/unity-e1550775034142.jpg	(from https://www.ds.com.tn/)
13:17:52	63318/63318	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:52%20GMT	https://www.ds.com.tn/realisations-web/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/realisations-web/index.html	(from https://www.ds.com.tn/)
13:17:53	1874/1874	---M--	200	added ('OK')	image/jpeg	etag:%22752-5826bef7da4f0%22	https://www.ds.com.tn/wp-content/uploads/2019/01/3d-e1550774974161.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/3d-e1550774974161.jpg	(from https://www.ds.com.tn/)
13:17:53	87251/87251	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:53%20GMT	https://www.ds.com.tn/digital-marketing/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/digital-marketing/index.html	(from https://www.ds.com.tn/)
13:17:53	69935/69935	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:53%20GMT	https://www.ds.com.tn/facebook-clients/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/facebook-clients/index.html	(from https://www.ds.com.tn/)
13:17:53	1689/1689	---M--	200	added ('OK')	image/jpeg	etag:%22699-5826d5df170a8%22	https://www.ds.com.tn/wp-content/uploads/2019/01/after-e1550781122919.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/after-e1550781122919.jpg	(from https://www.ds.com.tn/)
13:17:53	70172/70172	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:53%20GMT	https://www.ds.com.tn/studio-3d/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/studio-3d/index.html	(from https://www.ds.com.tn/)
13:17:54	18158/18158	---M--	200	added ('OK')	image/jpeg	etag:%2246ee-581927e75b9b0%22	https://www.ds.com.tn/wp-content/uploads/2019/01/nvidia.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/nvidia.jpg	(from https://www.ds.com.tn/)
13:17:54	59215/59215	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:54%20GMT	https://www.ds.com.tn/blog/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/blog/index.html	(from https://www.ds.com.tn/)
13:17:54	1824/1824	---M--	200	added ('OK')	image/jpeg	etag:%22720-5826d5ea119f7%22	https://www.ds.com.tn/wp-content/uploads/2019/01/photo-e1550781134796.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/photo-e1550781134796.jpg	(from https://www.ds.com.tn/)
13:17:54	66216/66216	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:54%20GMT	https://www.ds.com.tn/devis-gratuit/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/devis-gratuit/index.html	(from https://www.ds.com.tn/)
13:17:54	18360/18360	---M--	200	added ('OK')	image/jpeg	etag:%2247b8-57f856b7f8c45%22	https://www.ds.com.tn/wp-content/uploads/2019/01/re.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/re.jpg	(from https://www.ds.com.tn/)
13:17:55	2235/2235	---M--	200	added ('OK')	image/jpeg	etag:%228bb-5826d6181416e%22	https://www.ds.com.tn/wp-content/uploads/2019/01/vray-e1550781182420.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/vray-e1550781182420.jpg	(from https://www.ds.com.tn/)
13:17:55	62290/62290	---M-Z	200	added ('OK')	text/html	date:Fri,%2023%20Aug%202019%2013:17:55%20GMT	https://www.ds.com.tn/contact/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/contact/index.html	(from https://www.ds.com.tn/)
13:17:55	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:17:55%20GMT	https://www.ds.com.tn/developpement-web/	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/developpement-web/index.html	(from https://www.ds.com.tn/)
13:17:55	20558/20558	---M--	200	added ('OK')	image/jpeg	etag:%22504e-57f856b03d7de%22	https://www.ds.com.tn/wp-content/uploads/2019/01/nuke.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/nuke.jpg	(from https://www.ds.com.tn/)
13:17:55	1668/1668	---M--	200	added ('OK')	image/jpeg	etag:%22684-5826d5f610b4b%22	https://www.ds.com.tn/wp-content/uploads/2019/01/pr-e1550781146754.jpg	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/01/pr-e1550781146754.jpg	(from https://www.ds.com.tn/)
13:17:55	2701/2701	---M--	200	added ('OK')	image/png	etag:%22a8d-584ddba0f9461%22	https://www.ds.com.tn/wp-content/uploads/2019/03/hootsuite-1-200x99.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/03/hootsuite-1-200x99.png	(from https://www.ds.com.tn/)
13:17:56	8533/8533	---M--	200	added ('OK')	image/png	etag:%222155-584ddb5b575cf%22	https://www.ds.com.tn/wp-content/uploads/2019/03/logo-google-adwords-200x99.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/03/logo-google-adwords-200x99.png	(from https://www.ds.com.tn/)
13:17:56	1824/1824	---M--	200	added ('OK')	image/png	etag:%22720-5826bc6288fc5%22	https://www.ds.com.tn/wp-content/uploads/2019/02/AHK.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/AHK.png	(from https://www.ds.com.tn/)
13:17:56	3771/3771	---M--	200	added ('OK')	image/png	etag:%22ebb-5826bc63712a9%22	https://www.ds.com.tn/wp-content/uploads/2019/02/bella-vista.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/bella-vista.png	(from https://www.ds.com.tn/)
13:17:56	1953/1953	---M--	200	added ('OK')	image/png	etag:%227a1-5826bc71a820f%22	https://www.ds.com.tn/wp-content/uploads/2019/02/corp.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/corp.png	(from https://www.ds.com.tn/)
13:17:57	2950/2950	---M--	200	added ('OK')	image/png	etag:%22b86-5826bc6b2abb0%22	https://www.ds.com.tn/wp-content/uploads/2019/02/Cap-Dor.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/Cap-Dor.png	(from https://www.ds.com.tn/)
13:17:59	1290/1290	---M--	200	added ('OK')	image/png	etag:%2250a-5826bc731dab2%22	https://www.ds.com.tn/wp-content/uploads/2019/02/ihec.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/ihec.png	(from https://www.ds.com.tn/)
13:17:59	1177/1177	---M--	200	added ('OK')	image/png	etag:%22499-5826bc9710e93%22	https://www.ds.com.tn/wp-content/uploads/2019/02/logo-image-in.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/logo-image-in.png	(from https://www.ds.com.tn/)
13:17:59	3968/3968	---M--	200	added ('OK')	image/png	etag:%22f80-5826bc7b5a950%22	https://www.ds.com.tn/wp-content/uploads/2019/02/logo-arzak.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/logo-arzak.png	(from https://www.ds.com.tn/)
13:18:00	1280/1280	---M--	200	added ('OK')	image/png	etag:%22500-5826bc85de445%22	https://www.ds.com.tn/wp-content/uploads/2019/02/logo-dewinter.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/logo-dewinter.png	(from https://www.ds.com.tn/)
13:18:00	2627/2627	---M--	200	added ('OK')	image/png	etag:%22a43-5826bcb4153a6%22	https://www.ds.com.tn/wp-content/uploads/2019/02/logo-vco.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/logo-vco.png	(from https://www.ds.com.tn/)
13:18:01	1174/1174	---M--	200	added ('OK')	image/png	etag:%22496-5826bcb587d69%22	https://www.ds.com.tn/wp-content/uploads/2019/02/mbs.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/mbs.png	(from https://www.ds.com.tn/)
13:18:01	1157/1157	---M--	200	added ('OK')	image/png	etag:%22485-5826bcb757392%22	https://www.ds.com.tn/wp-content/uploads/2019/02/read.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/read.png	(from https://www.ds.com.tn/)
13:18:01	1445/1445	---M--	200	added ('OK')	image/png	etag:%225a5-5826bcc92f270%22	https://www.ds.com.tn/wp-content/uploads/2019/02/sogefoire.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/sogefoire.png	(from https://www.ds.com.tn/)
13:18:02	1608/1608	---M--	200	added ('OK')	image/png	etag:%22648-5826bcca044a3%22	https://www.ds.com.tn/wp-content/uploads/2019/02/ths.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/ths.png	(from https://www.ds.com.tn/)
13:18:02	1446/1446	---M--	200	added ('OK')	image/png	etag:%225a6-5826bccae42b7%22	https://www.ds.com.tn/wp-content/uploads/2019/02/util.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/util.png	(from https://www.ds.com.tn/)
13:18:02	53895/53895	---M--	200	added ('OK')	image/png	etag:%22d287-5817884ff0d52%22	https://www.ds.com.tn/wp-content/uploads/2019/02/Success-a-business.png	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-content/uploads/2019/02/Success-a-business.png	(from https://www.ds.com.tn/)
13:18:06	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:03%20GMT	https://www.ds.com.tn/astra-google-fonts.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/astra-google-fonts.3c.delayed	(from https://www.ds.com.tn/)
13:18:13	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:13%20GMT	https://www.ds.com.tn/astra-menu-animation.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/astra-menu-animation.css	(from https://www.ds.com.tn/)
13:18:20	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:19%20GMT	https://www.ds.com.tn/element-pack-site.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/element-pack-site.css	(from https://www.ds.com.tn/)
13:18:24	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:24%20GMT	https://www.ds.com.tn/wp-block-library.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-block-library.css	(from https://www.ds.com.tn/)
13:18:26	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:26%20GMT	https://www.ds.com.tn/rs-plugin-settings.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/rs-plugin-settings.css	(from https://www.ds.com.tn/)
13:18:28	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:27%20GMT	https://www.ds.com.tn/siteground-optimizer-combined-styles-header.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/siteground-optimizer-combined-styles-header.css	(from https://www.ds.com.tn/)
13:18:32	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:29%20GMT	https://www.ds.com.tn/wp-polls.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wp-polls.css	(from https://www.ds.com.tn/)
13:18:33	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:33%20GMT	https://www.ds.com.tn/wpforms-full.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/wpforms-full.css	(from https://www.ds.com.tn/)
13:18:34	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:34%20GMT	https://www.ds.com.tn/font-awesome-5-all.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/font-awesome-5-all.css	(from https://www.ds.com.tn/)
13:18:34	41830/41830	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2023%20Aug%202019%2013:18:34%20GMT	https://www.ds.com.tn/font-awesome-4-shim.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/font-awesome-4-shim.css	(from https://www.ds.com.tn/)
13:18:35	19338/19338	---MC-	503	error ('Service%20Temporarily%20Unavailable')	text/html	date:Fri,%2023%20Aug%202019%2013:18:35%20GMT	https://www.ds.com.tn/eael-front-end.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/eael-front-end.css	(from https://www.ds.com.tn/)
13:18:35	19414/19414	---MC-	503	error ('Service%20Unavailable')	text/html	date:Fri,%2023%20Aug%202019%2013:18:35%20GMT	https://www.ds.com.tn/hfe-style.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/hfe-style.css	(from https://www.ds.com.tn/)
13:18:36	19414/19414	---MC-	503	error ('Service%20Unavailable')	text/html	date:Fri,%2023%20Aug%202019%2013:18:36%20GMT	https://www.ds.com.tn/elementor-icons.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/elementor-icons.css	(from https://www.ds.com.tn/)
13:18:36	19414/19414	---MC-	503	error ('Service%20Unavailable')	text/html	date:Fri,%2023%20Aug%202019%2013:18:36%20GMT	https://www.ds.com.tn/elementor-animations.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/elementor-animations.css	(from https://www.ds.com.tn/)
13:18:36	19414/19414	---MC-	503	error ('Service%20Unavailable')	text/html	date:Fri,%2023%20Aug%202019%2013:18:37%20GMT	https://www.ds.com.tn/elementor-frontend.css	C:/Mes%20Sites%20Web/ds.sn.com/www.ds.com.tn/elementor-frontend.css	(from https://www.ds.com.tn/)
